ac_from,ac_to,fraud_flag,trx_channel,trx_type,start_balance,trx_amt,mbar_region,mbar_city,mbar_registered_channel,mbar_registered_date_time,mbar_a_c_status,mbar_a_c_level,mbar_agent_group,mbar_limit_group,mbar_charge_profile,mbar_credit_dl_ml_yl,mbar_debit_dl_ml_yl,mbar_year_of_birth,mbar_last_modified_date_time,mbar_dormant_date,mbar_re_active_date,mbar_place_of_birth,mbar_account_type_name,hour_of_day,day_of_week,is_weekend,is_night,is_business_hours,is_unusual_hour,night_weekend_combo,start_balance_log,balance_change,balance_change_pct,txn_txns_3d,txn_total_amount_3d,txn_avg_amount_3d,txn_max_amount_3d,txn_min_amount_3d,txn_unique_recipients_3d,txn_unique_channels_3d,txn_unique_types_3d,txn_is_high_activity_3d,txn_multi_channel_recent,txn_amount_deviation_from_avg,txn_night_txns_3d,txn_weekend_txns_3d,user_total_txns_3d,user_total_amount_3d,user_avg_amount_3d,user_median_amount_3d,user_max_amount_3d,user_min_amount_3d,user_unique_recipients_3d,user_unique_channels_3d,user_unique_types_3d,user_total_txns_7d,user_total_amount_7d,user_avg_amount_7d,user_median_amount_7d,user_max_amount_7d,user_min_amount_7d,user_unique_recipients_7d,user_unique_channels_7d,user_unique_types_7d,user_most_used_channel_7d,user_last_used_channel,user_channel_diversity_score_7d,user_most_used_type_7d,user_last_used_type,user_type_diversity_score_7d,user_night_txns_7d,user_weekend_txns_7d,user_peak_hour_txns_7d,user_off_peak_hour_txns_7d,user_avg_start_balance_7d,user_avg_end_balance_7d,user_min_balance_7d,user_max_balance_7d,user_balance_volatility_7d,user_avg_amount_per_recipient_7d,user_max_amount_to_single_recipient_7d,user_recipient_concentration_ratio_7d,user_avg_time_between_txns_7d,user_txn_frequency_score_7d,user_days_since_last_txn,ac_from_id,ac_to_id,trx_channel_id,trx_type_id,mbar_region_id,mbar_city_id,mbar_registered_channel_id,mbar_a_c_status_id,mbar_a_c_level_id,mbar_agent_group_id,mbar_account_type_name_id,txn_unique_channels_3d_id,txn_unique_types_3d_id,user_unique_channels_3d_id,user_unique_types_3d_id,user_unique_channels_7d_id,user_unique_types_7d_id,user_most_used_channel_7d_id,user_last_used_channel_id,user_most_used_type_7d_id,user_last_used_type_id,isolation_forest_prediction,isolation_forest_probability,isolation_forest_score,best_model_used,sampling_strategy_used,_c112,min_distance_to_fraud,cluster_id,cluster_fraud_rate
dje6MXhyZ/EOCjYuNp4UOA==,bUZJ4oFcMkS1dEuD2P+FtA==,0,THIRD_PARTY_WEB,Auto Debit,0.0,1400.0,,,BIO,2023-11-19T14:56:57.000+05:00,Suspended,Level 1,Product for L1 Registered Customer,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,1979,2024-11-22T07:57:14.000+05:00,1/1/1970,1/1/1970,MULTAN,Customer Account,14,6,1,0,1,0,0,0.0,0.0,0.0,3,4200.0,1400.0,1400.0,1400.0,1,1,1,0,0,0.0,0,0,3,0.0,0.0,0.0,0.0,0.0,1,1,1,6,0.0,0.0,0.0,0.0,0.0,1,1,1,THIRD_PARTY_WEB,THIRD_PARTY_WEB,0.0,Auto Debit,Auto Debit,0.0,0,1,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.83333333,1.0,0,14946,14112,20,2,,,1,5,1,15,1,1,1,1,1,1,1,17,21,1,2,0,0.434187253,0.264787289,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
ttnJKEzMnNXrCfWdQ3AbZQ==,bUZJ4oFcMkS1dEuD2P+FtA==,0,THIRD_PARTY_WEB,Auto Debit,0.0,560.0,,,BIO,2022-11-25T00:14:34.000+05:00,Suspended,Level 1,Product for Standard OMNO L1 Customer,Rule Profile for L1 Standard OMNO Customer,OMNO L1 for App and USSD,0,0,1967,2025-01-09T15:21:58.000+05:00,1/1/1970,1/1/1970,EESSA KHAIL MIANWALI,Customer Account,19,3,0,0,0,0,0,0.0,0.0,0.0,3,1680.0,560.0,560.0,560.0,1,1,1,0,0,0.0,0,1,3,0.0,0.0,0.0,0.0,0.0,1,1,1,6,0.0,0.0,0.0,0.0,0.0,1,1,1,THIRD_PARTY_WEB,THIRD_PARTY_WEB,0.0,Auto Debit,Auto Debit,0.0,0,2,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.5,1.0,0,20744,14112,20,2,,,1,5,1,44,1,1,1,1,1,1,1,17,21,1,2,0,0.434147765,0.264948026,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
fSU4Er2jxa7gM4mZi3ZXQw==,bUZJ4oFcMkS1dEuD2P+FtA==,0,THIRD_PARTY_WEB,Auto Debit,0.0,4742.79,,,NEW_JC_APP,2023-03-11T14:07:42.000+05:00,Suspended,Level 1,Product for Partnerships â€“ Jazz Disbursements,Rule Profile for Asaan DigitalCustomer,Charge Profile for L1 Register Customer,0,0,2003,2025-02-03T21:37:43.000+05:00,1/1/1970,1/1/1970,ARIF WALA PAK PATTAN SHARIF,Customer Account,19,2,0,0,0,0,0,0.0,0.0,0.0,3,14228.37,4742.79,4742.79,4742.79,1,1,1,0,0,0.0,0,2,3,0.0,0.0,0.0,0.0,0.0,1,1,1,6,0.0,0.0,0.0,0.0,0.0,1,1,1,THIRD_PARTY_WEB,THIRD_PARTY_WEB,0.0,Auto Debit,Auto Debit,0.0,0,2,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.33333333,1.0,0,15604,14112,20,2,,,3,5,1,34,1,1,1,1,1,1,1,17,21,1,2,0,0.433920573,0.265872892,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
RXu5825BWXIwa+foKbeLvQ==,bUZJ4oFcMkS1dEuD2P+FtA==,0,THIRD_PARTY_WEB,Auto Debit,0.0,2100.0,,,NEW_JC_APP,2024-07-07T17:24:06.000+05:00,Suspended,Level 1,Product for L1 Registered Customer,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,1971,2025-01-21T16:31:13.000+05:00,1/1/1970,1/1/1970,KOT ADDU MUZAFAR GARH,Customer Account,16,5,0,0,1,0,0,0.0,0.0,0.0,3,6300.0,2100.0,2100.0,2100.0,1,1,1,0,0,0.0,1,0,3,0.0,0.0,0.0,0.0,0.0,1,1,1,6,0.0,0.0,0.0,0.0,0.0,1,1,1,THIRD_PARTY_WEB,THIRD_PARTY_WEB,0.0,Auto Debit,Auto Debit,0.0,0,2,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.5,1.0,0,10583,14112,20,2,,,3,5,1,15,1,1,1,1,1,1,1,17,21,1,2,0,0.433539252,0.267425452,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
7/qcDjV7kCfKqdKIhX7jGg==,bUZJ4oFcMkS1dEuD2P+FtA==,0,THIRD_PARTY_WEB,Auto Debit,0.0,2800.0,,,BIO,2024-07-24T15:17:48.000+05:00,Suspended,Level 1,Product for L1 Registered Customer,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,1967,2025-01-18T01:15:46.000+05:00,1/1/1970,1/1/1970,LODHRAN LODHRAN,Customer Account,18,3,0,0,0,0,0,0.0,0.0,0.0,1,2800.0,2800.0,2800.0,2800.0,1,1,1,0,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,1,1,1,THIRD_PARTY_WEB,THIRD_PARTY_WEB,0.0,Auto Debit,Auto Debit,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,1.0,0,3259,14112,20,2,,,1,5,1,15,1,1,1,1,1,1,1,17,21,1,2,0,0.433319316,0.268321072,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
aiR4eISUGU9DHPkHmF7LFA==,bUZJ4oFcMkS1dEuD2P+FtA==,0,THIRD_PARTY_WEB,Auto Debit,0.0,1400.0,,,BIO,2023-02-24T10:46:00.000+05:00,Suspended,Level 1,Product for L1 Registered Customer,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,2002,2025-02-13T17:13:10.000+05:00,1/1/1970,1/1/1970,PAK PATTAN SHARIF PAK PATTAN SHARIF,Customer Account,19,2,0,0,0,0,0,0.0,0.0,0.0,3,4200.0,1400.0,1400.0,1400.0,1,1,1,0,0,0.0,0,2,3,0.0,0.0,0.0,0.0,0.0,1,1,1,6,0.0,0.0,0.0,0.0,0.0,1,1,1,THIRD_PARTY_WEB,THIRD_PARTY_WEB,0.0,Auto Debit,Auto Debit,0.0,0,2,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.16666667,1.0,0,13826,14112,20,2,,,1,5,1,15,1,1,1,1,1,1,1,17,21,1,2,0,0.433116381,0.269147555,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
GoQOifdBbc2B7MdNZTG+/w==,bUZJ4oFcMkS1dEuD2P+FtA==,0,THIRD_PARTY_WEB,Auto Debit,0.0,2800.0,,,BIO,2016-11-14T21:51:06.000+05:00,Suspended,Level 1,Product for L1 Registered Customer,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,1987,2025-02-02T00:10:27.000+05:00,1/1/1970,1/1/1970,ATTOCK,Customer Account,17,3,0,0,1,0,0,0.0,0.0,0.0,3,8400.0,2800.0,2800.0,2800.0,1,1,1,0,0,0.0,1,1,3,0.0,0.0,0.0,0.0,0.0,1,1,1,7,0.0,0.0,0.0,0.0,0.0,1,1,1,THIRD_PARTY_WEB,THIRD_PARTY_WEB,0.0,Auto Debit,Auto Debit,0.0,0,2,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,1.142857143,0,6717,14112,20,2,,,1,5,1,15,1,1,1,1,1,1,1,17,21,1,2,0,0.432993633,0.26964751,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
mIORhHgrXHO6GgH/lVKBng==,bUZJ4oFcMkS1dEuD2P+FtA==,0,THIRD_PARTY_WEB,Auto Debit,0.0,339.65,,,BIO,2022-07-30T15:31:54.000+05:00,Frozen,Level 1,Product for L1 Registered Customer,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,1985,2025-04-15T10:11:00.000+05:00,1/1/1970,1/1/1970,LAHORE LAHORE,Customer Account,12,1,0,0,1,0,0,0.0,0.0,0.0,3,1018.95,339.65,339.65,339.65,1,1,1,0,0,-1.67E-16,1,2,3,0.0,0.0,0.0,0.0,0.0,1,1,1,6,0.0,0.0,0.0,0.0,0.0,1,1,1,THIRD_PARTY_WEB,THIRD_PARTY_WEB,0.0,Auto Debit,Auto Debit,0.0,0,2,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.5,1.0,0,18076,14112,20,2,,,1,3,1,15,1,1,1,1,1,1,1,17,21,1,2,0,0.432778867,0.270522336,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
VoLr6ue3yFoDgs/uerTmNg==,bUZJ4oFcMkS1dEuD2P+FtA==,0,THIRD_PARTY_WEB,Auto Debit,0.0,1258.92,,,BIO,2023-02-16T14:02:04.000+05:00,Dormant,Level 1,Product for L1 Registered Customer,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,1990,2024-09-25T02:40:25.000+05:00,9/25/2024,1/1/1970,JALAL PUR PIRWALA MULTAN,Customer Account,10,4,0,0,1,0,0,0.0,0.0,0.0,4,5315.46,1328.865,1398.81,1258.92,1,1,1,0,0,-0.052635144,0,0,4,0.0,0.0,0.0,0.0,0.0,1,1,1,10,0.0,0.0,0.0,0.0,0.0,1,1,1,THIRD_PARTY_WEB,THIRD_PARTY_WEB,0.0,Auto Debit,Auto Debit,0.0,0,6,4,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,2.333333333,0,12098,14112,20,2,,,1,2,1,15,1,1,1,1,1,1,1,17,21,1,2,0,0.432535044,0.271515646,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
E/XRublE597QTvDnJtDabA==,bUZJ4oFcMkS1dEuD2P+FtA==,0,THIRD_PARTY_WEB,Auto Debit,0.0,15400.0,,,BIO,2023-11-19T21:11:58.000+05:00,Suspended,Level 1,Product for L1 Registered Customer,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,2005,2025-01-29T19:02:37.000+05:00,1/1/1970,1/1/1970,CHISHTIAN BAHAWALNAGAR,Customer Account,12,6,1,0,1,0,0,0.0,0.0,0.0,3,46200.0,15400.0,15400.0,15400.0,1,1,1,0,0,0.0,0,0,3,0.0,0.0,0.0,0.0,0.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,1,1,1,THIRD_PARTY_WEB,THIRD_PARTY_WEB,0.0,Auto Debit,Auto Debit,0.0,0,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.5,1.0,0,5718,14112,20,2,,,1,5,1,15,1,1,1,1,1,1,1,17,21,1,2,0,0.437545188,0.25113081,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
o9T3BLpVhppcqy2fMmHeWQ==,bUZJ4oFcMkS1dEuD2P+FtA==,0,THIRD_PARTY_WEB,Auto Debit,0.0,2504.32,,,API,2024-07-25T09:37:00.000+05:00,Active,Level 1,Product for Debit lock,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,0,2025-01-21T23:13:54.000+05:00,1/1/1970,1/1/1970,MUZAFAR GARH MUZAFAR GARH,Customer Account,13,6,1,0,1,0,0,0.0,0.0,0.0,3,7512.96,2504.32,2504.32,2504.32,1,1,1,0,0,0.0,1,0,3,0.0,0.0,0.0,0.0,0.0,1,1,1,6,0.0,0.0,0.0,0.0,0.0,1,1,1,THIRD_PARTY_WEB,THIRD_PARTY_WEB,0.0,Auto Debit,Auto Debit,0.0,0,1,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.66666667,1.0,0,18711,14112,20,2,,,0,0,1,6,1,1,1,1,1,1,1,17,21,1,2,0,0.437222595,0.252441743,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
G05cGVM9Lb+6n2FYWpBwHA==,bUZJ4oFcMkS1dEuD2P+FtA==,0,THIRD_PARTY_WEB,Auto Debit,0.0,1393.68,,,NEW_JC_APP,2024-02-18T08:19:02.000+05:00,Suspended,Level 0,Product for L0 Registered Customer - CICO/ATM Blocked,Rule Profile for L0 Register Customer,Charge Profile for L0 Register Customer - Blocked CICO and ATM Withdrawal,0,0,1972,2025-01-12T13:08:06.000+05:00,1/1/1970,1/1/1970,NAWABSHAH,Customer Account,16,6,1,0,1,0,0,0.0,0.0,0.0,3,4181.04,1393.68,1393.68,1393.68,1,1,1,0,0,0.0,0,0,3,0.0,0.0,0.0,0.0,0.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,1,1,1,THIRD_PARTY_WEB,THIRD_PARTY_WEB,0.0,Auto Debit,Auto Debit,0.0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.75,1.0,0,6451,14112,20,2,,,3,5,0,13,1,1,1,1,1,1,1,17,21,1,2,0,0.43652288,0.255285939,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
jHMoGLoaPQc24ANVTk1otg==,bUZJ4oFcMkS1dEuD2P+FtA==,0,THIRD_PARTY_WEB,Auto Debit,0.0,12540.09,,,NEW_JC_APP,2022-11-26T13:19:05.000+05:00,Frozen,Level 1,Product for L1 Registered Customer,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,2004,2025-02-05T21:58:39.000+05:00,1/1/1970,1/1/1970,GOJRA TOBA TEK SINGH,Customer Account,12,7,1,0,1,0,0,0.0,0.0,0.0,3,37620.27,12540.09,12540.09,12540.09,1,1,1,0,0,1.45E-16,2,1,3,0.0,0.0,0.0,0.0,0.0,1,1,1,5,0.0,0.0,0.0,0.0,0.0,1,1,1,THIRD_PARTY_WEB,THIRD_PARTY_WEB,0.0,Auto Debit,Auto Debit,0.0,0,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,0,17002,14112,20,2,,,3,3,1,15,1,1,1,1,1,1,1,17,21,1,2,0,0.436413962,0.255728758,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
kJmtrysG+YfoY+T9+6/INA==,bUZJ4oFcMkS1dEuD2P+FtA==,0,THIRD_PARTY_WEB,Auto Debit,0.0,21000.0,,,BIO,2022-02-14T16:51:07.000+05:00,Suspended,Level 1,Product for L1 Registered Customer,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,1991,2024-04-20T22:48:28.000+05:00,1/1/1970,1/1/1970,GUJRANWALA GUJRANWALA,Customer Account,16,1,0,0,1,0,0,0.0,0.0,0.0,2,42000.0,21000.0,21000.0,21000.0,1,1,1,0,0,0.0,0,1,2,0.0,0.0,0.0,0.0,0.0,1,1,1,5,0.0,0.0,0.0,0.0,0.0,1,1,1,THIRD_PARTY_WEB,THIRD_PARTY_WEB,0.0,Auto Debit,Auto Debit,0.0,0,1,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.66666667,1.0,0,17355,14112,20,2,,,1,5,1,15,1,1,1,1,1,1,1,17,21,1,2,0,0.436249212,0.256398623,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
fBaa9h+TIQ6GwsivUgY+Sg==,bUZJ4oFcMkS1dEuD2P+FtA==,0,THIRD_PARTY_WEB,Auto Debit,0.0,1400.0,,,NEW_JC_APP,2022-08-07T16:28:02.000+05:00,Suspended,Level 0,Product for Standard OMNO L0 Customer - CICOATMBlocked,Rule Profile for L0 Standard OMNO Customer,OMNO L0 for App and USSD - Blocked CICO and ATM Withdrawl,0,0,1979,2025-06-04T16:09:57.000+05:00,1/1/1970,1/1/1970,KOHAT KOHAT,Customer Account,17,2,0,0,1,0,0,0.0,0.0,0.0,4,54200.0,13550.0,50000.0,1400.0,2,2,2,0,1,-0.896678967,1,3,4,0.0,0.0,0.0,0.0,0.0,2,2,2,10,0.0,0.0,0.0,0.0,0.0,5,2,2,THIRD_PARTY_WEB,THIRD_PARTY_WEB,0.892307692,Auto Debit,Auto Debit,0.892307692,0,3,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.636363636,15.1,1.571428571,0,15508,14112,20,2,,,3,5,0,43,1,2,2,2,2,2,2,17,21,1,2,0,0.43615364,0.256787236,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
4asDyYhF6LYgvFrU8r6CMQ==,bUZJ4oFcMkS1dEuD2P+FtA==,0,THIRD_PARTY_WEB,Auto Debit,0.0,2100.0,,,BIO,2017-06-15T11:54:14.000+05:00,Suspended,Level 1,Product for L1 Registered Customer,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,1992,2025-02-17T08:18:49.000+05:00,1/1/1970,1/1/1970,MULTAN MULTAN,Customer Account,20,6,1,0,0,0,0,0.0,0.0,0.0,3,6300.0,2100.0,2100.0,2100.0,1,1,1,0,0,0.0,2,0,3,0.0,0.0,0.0,0.0,0.0,1,1,1,6,0.0,0.0,0.0,0.0,0.0,1,1,1,THIRD_PARTY_WEB,THIRD_PARTY_WEB,0.0,Auto Debit,Auto Debit,0.0,0,1,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.83333333,1.0,0,2324,14112,20,2,,,1,5,1,15,1,1,1,1,1,1,1,17,21,1,2,0,0.436053573,0.257194149,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
jvHZ2jxP9MuLhppVUsz74g==,bUZJ4oFcMkS1dEuD2P+FtA==,0,THIRD_PARTY_WEB,Auto Debit,0.0,7000.0,,,BIO,2022-01-04T13:08:13.000+05:00,Suspended,Level 1,Product for L1 Registered Customer,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,2001,2025-02-18T04:54:04.000+05:00,1/1/1970,1/1/1970,BADEEN BADEEN,Customer Account,12,7,1,0,1,0,0,0.0,0.0,0.0,4,28000.0,7000.0,7000.0,7000.0,1,1,1,0,0,0.0,2,1,4,0.0,0.0,0.0,0.0,0.0,1,1,1,6,0.0,0.0,0.0,0.0,0.0,1,1,1,THIRD_PARTY_WEB,THIRD_PARTY_WEB,0.0,Auto Debit,Auto Debit,0.0,0,1,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.5,1.0,0,17233,14112,20,2,,,1,5,1,15,1,1,1,1,1,1,1,17,21,1,2,0,0.435891011,0.257855239,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
hWqN0MKdSrgngosbgqjLVw==,bUZJ4oFcMkS1dEuD2P+FtA==,0,THIRD_PARTY_WEB,Auto Debit,0.0,9800.0,,,BIO,2017-06-19T03:06:24.000+05:00,Suspended,Level 1,Product for L1 Registered Customer,Rule Profile for Asaan DigitalCustomer,Charge Profile for L1 Register Customer,0,0,1994,2025-01-31T06:59:57.000+05:00,1/1/1970,1/1/1970,GUJRAT GUJRAT,Customer Account,15,7,1,0,1,0,0,0.0,0.0,0.0,3,29400.0,9800.0,9800.0,9800.0,1,1,1,0,0,0.0,1,1,3,0.0,0.0,0.0,0.0,0.0,1,1,1,6,0.0,0.0,0.0,0.0,0.0,1,1,1,THIRD_PARTY_WEB,THIRD_PARTY_WEB,0.0,Auto Debit,Auto Debit,0.0,0,1,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.66666667,1.0,0,16323,14112,20,2,,,1,5,1,15,1,1,1,1,1,1,1,17,21,1,2,0,0.435811209,0.25817979,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
2O9QGdZRtGniz/roa4OTUg==,bUZJ4oFcMkS1dEuD2P+FtA==,0,THIRD_PARTY_WEB,Auto Debit,0.0,6300.0,,,NEW_JC_APP,2023-05-22T08:54:44.000+05:00,Suspended,Level 1,Product for L1 Registered Customer,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,1989,2025-01-07T18:22:05.000+05:00,1/1/1970,1/1/1970,SHUJA ABAD MULTAN,Customer Account,15,6,1,0,1,0,0,0.0,0.0,0.0,3,18900.0,6300.0,6300.0,6300.0,1,1,1,0,0,0.0,0,0,3,0.0,0.0,0.0,0.0,0.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,1,1,1,THIRD_PARTY_WEB,THIRD_PARTY_WEB,0.0,Auto Debit,Auto Debit,0.0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.75,1.0,0,1552,14112,20,2,,,3,5,1,15,1,1,1,1,1,1,1,17,21,1,2,0,0.43573855,0.258475301,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
DxJlp15GRBn7n9+6zsGAkw==,bUZJ4oFcMkS1dEuD2P+FtA==,0,THIRD_PARTY_WEB,Auto Debit,0.0,5600.0,,,USSD_API,2022-10-29T17:12:18.000+05:00,Suspended,Level 1,Product for L1 Registered Customer,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,1990,2024-07-07T19:57:47.000+05:00,1/1/1970,1/1/1970,KAHRO RH PAKKA LODHRAN,Customer Account,9,6,1,0,1,0,0,0.0,0.0,0.0,3,16800.0,5600.0,5600.0,5600.0,1,1,1,0,0,0.0,1,0,3,0.0,0.0,0.0,0.0,0.0,1,1,1,6,0.0,0.0,0.0,0.0,0.0,1,1,1,THIRD_PARTY_WEB,THIRD_PARTY_WEB,0.0,Auto Debit,Auto Debit,0.0,0,1,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,1.0,0,5700,14112,20,2,,,5,5,1,15,1,1,1,1,1,1,1,17,21,1,2,0,0.435539995,0.259282901,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
xVGUjg8Rl32Hv7f2LXu3ag==,bUZJ4oFcMkS1dEuD2P+FtA==,0,THIRD_PARTY_WEB,Auto Debit,0.0,700.0,,,VRG,2021-03-20T19:54:57.000+05:00,Suspended,Level 1,Product for L1 Registered Customer,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,1996,2023-11-13T18:32:05.000+05:00,1/1/1970,1/1/1970,LUCKY MARWAT LUCKY MARWAT,Customer Account,19,4,0,0,0,0,0,0.0,0.0,0.0,3,2100.0,700.0,700.0,700.0,1,1,1,0,0,0.0,1,0,3,0.0,0.0,0.0,0.0,0.0,1,1,1,6,0.0,0.0,0.0,0.0,0.0,1,1,1,THIRD_PARTY_WEB,THIRD_PARTY_WEB,0.0,Auto Debit,Auto Debit,0.0,0,3,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.16666667,1.166666667,0,22051,14112,20,2,,,6,5,1,15,1,1,1,1,1,1,1,17,21,1,2,0,0.435508472,0.259411127,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
7I8eCveEXeP7Ct5NUiyRSA==,bUZJ4oFcMkS1dEuD2P+FtA==,0,THIRD_PARTY_WEB,Auto Debit,0.0,2520.0,,,BIO,2015-06-09T18:03:49.000+05:00,Suspended,Level 1,Product for L1 Registered Customer,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,1994,2025-02-11T14:27:23.000+05:00,1/1/1970,1/1/1970,SADIQ ABAD RAHIM YAAR KHAN,Customer Account,16,6,1,0,1,0,0,0.0,0.0,0.0,3,7560.0,2520.0,2520.0,2520.0,1,1,1,0,0,0.0,1,0,3,0.0,0.0,0.0,0.0,0.0,1,1,1,6,0.0,0.0,0.0,0.0,0.0,1,1,1,THIRD_PARTY_WEB,THIRD_PARTY_WEB,0.0,Auto Debit,Auto Debit,0.0,0,1,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.5,1.0,0,3358,14112,20,2,,,1,5,1,15,1,1,1,1,1,1,1,17,21,1,2,0,0.435487508,0.259496401,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
Ee6ahjVn+WwDtAEEmYq8dQ==,bUZJ4oFcMkS1dEuD2P+FtA==,0,THIRD_PARTY_WEB,Auto Debit,0.0,3500.0,,,BIO,2020-08-16T16:14:34.000+05:00,Suspended,Level 1,Product for Standard OMNO L1 Customer,Rule Profile for L1 Standard OMNO Customer,OMNO L1 for App and USSD,0,0,1999,2025-05-30T10:39:28.000+05:00,1/1/1970,1/1/1970,KARACHI WASTI KARACHI WASTI,Customer Account,20,4,0,0,0,0,0,0.0,0.0,0.0,4,14000.0,3500.0,3500.0,3500.0,1,1,1,0,0,0.0,4,0,4,0.0,0.0,0.0,0.0,0.0,1,1,1,7,0.0,0.0,0.0,0.0,0.0,1,1,1,THIRD_PARTY_WEB,THIRD_PARTY_WEB,0.0,Auto Debit,Auto Debit,0.0,7,2,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.85714286,1.142857143,0,5951,14112,20,2,,,1,5,1,44,1,1,1,1,1,1,1,17,21,1,2,0,0.435479397,0.259529394,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
